ProjectURL,Title,Description,APIsUsed (a.k.a. npm dependencies used),Tags/keywords for the projects
https://libraries.io/npm/slate-md-serializer,slate-md-serializer,A Markdown serializer for the Slate Editor.,hashtag-regex,editor||| markdown||| slate
https://libraries.io/npm/install-self,install-self,Self-reference an NPM module and get rid of relative references.,fs-extra|||npm-packlist,install||| self||| npm||| link||| reference
https://libraries.io/npm/safestart,safestart,Checks if everything is up to date.,normalize-git-url|||semver,npm||| dependencies||| node_modules||| package.json
https://libraries.io/npm/cake-publish,cake-publish,Publish projects to npm and GitHub.,executive,github||| javascript||| nodejs||| npm||| publishing||| sake||| task
https://libraries.io/packagist/nodejs-php-fallback%2Fnodejs-php-fallback,nodejs-php-fallback/nodejs-php-fallback,Allow you to call node.js module or scripts throught PHP and call a fallback function if node.js is not available,composer-plugin-api,adapter||| composer||| nodejs||| npm||| php||| wrapper
https://libraries.io/npm/jqueryui-browser,jqueryui-browser,jqueryui npm package for browsers.,jquery-browser,jqueryui-browser
https://libraries.io/npm/cake-version,cake-version,Use chai assertians in mocha tasks.,semver,build-tool||| git||| javascript||| nodejs||| npm||| sake||| versioning
https://libraries.io/packagist/foxy%2Ffoxy,foxy/foxy,"Fast, reliable, and secure NPM/Yarn bridge for Composer.",composer-plugin-api,nodejs||| package||| asset||| composer||| Bridge||| npm||| dependency manager||| yarn||| composer-plugin||| dependency-manager||| foxy||| php
https://libraries.io/npm/rollup-config-module,rollup-config-module,Rollup config to create npm modules that support both ECMAScript module and CommonJS.,eslint,rollup||| config||| module||| modern||| future||| ecmascript||| commonjs||| interoperable||| support||| compatibility||| preset||| build||| futuristic||| javascript||| nodejs||| sharable-config
https://libraries.io/npm/package-build-order,package-build-order,Determines the dependency order in which to build npm packages.,mz|||strip-json-comments,package build order|||  npm||| json||| tsconfig
https://libraries.io/npm/ptz-assert,ptz-assert,Ptz-assert is an assertion library for creating less verbose tests that wrappers npm assert.,assert|||ptz-log,polutz||| ptz||| ptz-assert||| assertion||| library
https://libraries.io/npm/npm-packlist-fixed,npm-packlist-fixed,Get a list of the files to add from a folder into an npm package.,ignore-walk|||npm-bundled,npm-packlist-fixed
https://libraries.io/npm/fft-js,fft-js,Simple pure Javascript implementation of the Cooley-Tukey algorithm. Note: fft-js was chosen as the name since a lot of the FFT implementations on NPM at the time this was published were wrappers for Ruby or C.,bit-twiddle|||commander,fft||| dft||| fast||| discrete||| fourier||| transform||| audio||| speech||| cooley||| tukey
https://libraries.io/npm/d3-plugins-sankey,d3-plugins-sankey,A bower and npm compatible fork of D3's Sankey plugin.,d3,d3||| sankey
https://libraries.io/npm/firebaseui-angular,firebaseui-angular,Firebaseui-angular.,tslib,angular||| firebase||| firebaseui||| angularfire2||| firebase-auth
https://libraries.io/npm/liferay-npm-bundler-plugin-namespace-packages,liferay-npm-bundler-plugin-namespace-packages,A liferay-npm-bundler plugin to namespace package names based on root project's name.,liferay-npm-build-tools-common,liferay-npm-bundler-plugin-namespace-packages
https://libraries.io/npm/@nuxtjs%2Fbootstrap-vue,nuxtjs/bootstrap-vue,This is a mono repository for some smaller nuxt modules.,bootstrap-vue,axios||| bootstrap||| markdown||| nuxt||| nuxt-module||| nuxt-modules||| offline||| pwa
https://libraries.io/npm/token-facilitator,token-facilitator,Generates tokens and stores them with relevant data in redis.,bluebird|||verror,token||| redis
https://libraries.io/npm/util.promisify-all,util.promisify-all,util.promisify' for objects. Uses util.promisify under the hood.,object.entries|||util.promisify,util.promisify-all
https://libraries.io/npm/easy-router,easy-router,npm install easy-router,ip|||opn,nodejs||| router
https://libraries.io/nuget/Npm,Npm,A package manager for JavaScript.,Node.js|||NoGit,javascript||| node||| js||| manager||| package
https://libraries.io/npm/jq-cli-wrapper,jq-cli-wrapper,A npm wrapper around the jq cli.,bin-wrapper|||debug,cli-wrapper||| jq||| json||| cli||| jq-cli||| npm-package
https://libraries.io/npm/liferay-npm-bundler-plugin-exclude-imports,liferay-npm-bundler-plugin-exclude-imports,A liferay-npm-bundler plugin to exclude imported dependencies.,liferay-npm-build-tools-common,liferay-npm-bundler-plugin-exclude-imports
https://libraries.io/npm/liferay-npm-bundler-plugin-inject-imports-dependencies,liferay-npm-bundler-plugin-inject-imports-dependencies,A liferay-npm-bundler plugin to force injection of declared imports as dependencies.,liferay-npm-build-tools-common,liferay-npm-bundler-plugin-inject-imports-dependencies
https://libraries.io/npm/npm-auto-version,npm-auto-version,Automatically generates version number based on Git Tags.,semver,version||| continuous delivery||| continuous improvement||| autoversion
https://libraries.io/npm/irish-pub,irish-pub,Feel like npm is drunk or maybe you are and want to verify what gets published via npm publish irish-pub has you covered.,readable-stream||| tar,npm||| publish||| pack||| secret
https://libraries.io/npm/npm-latest,npm-latest,Quickly find the latest version of a package in npm.,colors|||vcsurl,npm||| latest||| version
https://libraries.io/npm/express-brute-mongo,express-brute-mongo,MongoDB store for express-brute.,moment||| xtend,express-brute-mongo
https://libraries.io/npm/stripe-debug,stripe-debug,Npm install for Stripe.js — for testing only.,got,stripe||| debug||| development
https://libraries.io/npm/ngx-stripe,ngx-stripe,"Stripe Service , Lazy script loading,AoT compliant,SSR fallback",tslib,angular||| stripe||| payments
https://libraries.io/npm/superagent-logger,superagent-logger,Superagent middleware for adding NPM-style logging. Useful for debugging HTTP clients.,chalk,superagent||| npm||| logger||| debugging||| debug||| logs||| request||| http
https://libraries.io/npm/bash.origin,bash.origin,The original spark for this project came from needing an easy way to get the path of the current Bast script.,minimist,bash.origin
https://libraries.io/npm/@avalanche%2Feslint-config,avalanche/eslint-config,ESLint config.,eslint-config-airbnb-base,eslint||| eslintconfig||| config||| javascript||| styleguide||| avalanche||| css||| css-framework||| npm||| package-based||| sass||| sass-framework||| scss
https://libraries.io/npm/pdfreader,pdfreader,"Read text and parse tables from PDF files. Supports tabular data with automatic column detection, and rule-based parsing.",pdf2json,pdf||| reader||| parser||| parse||| parsing||| convert||| CLI||| table||| data||| csv||| json||| rules||| data-extraction||| javascript||| parse-tables||| pdf-converter||| pdf-reader||| rule-based-parsing||| tabular-data
https://libraries.io/npm/bbop-core,bbop-core,A set of useful and common JavaScript functions to supplement other more basic utility libraries.,underscore,node||| npm||| client||| server||| Gene Ontology||| GO||| bbop||| Berkeley BOP||| general||| utility||| utilities
https://libraries.io/npm/stylelint-color-format,stylelint-color-format,Convert Hex colors to either RGBA or HSLA.,color|||style-search,stylelint||| stylelint-plugin||| css||| sass||| scss||| code-quality||| linter-plugin||| npm||| npm-package
https://libraries.io/npm/please-update-dependencies,please-update-dependencies,Ensure that users of your package don't forget to run npm install.,chalk||| semver,dependencies||| update||| cli||| relief
https://libraries.io/npm/fluid-publish,fluid-publish,"A command line tool and node module that can be used to simplify the process of publishing a module to NPM. This is particularly useful for creating development releases, e.g. nightly or continuous integration releases.",es6-template-strings|||extend,npm||| publish||| node||| module||| CLI
https://libraries.io/npm/read-package-json-fast,read-package-json-fast,"Like read-package-json, but faster.",json-parse-even-better-errors|||npm-normalize-package-bin,read-package-json-fast
https://libraries.io/npm/ts-npm-lint,ts-npm-lint,Utility to create typescript based npm modules. Can also strip reference paths for .d.ts files and check TSD configs.,chalk||| glob,npm||| typescript||| package||| lint||| tsd
https://libraries.io/npm/engine-dependencies,engine-dependencies,Install different versions of dependencies depending on which version of Node you are using.,jquery|||semver,npm||| dependencies||| engines
https://libraries.io/npm/scribe-plugin-sanitizer,scribe-plugin-sanitizer,This project is no longer distributed over Bower. Please use npm for future versions.,html-janitor|||lodash-amd,scribe-plugin-sanitizer
https://libraries.io/npm/grunt-nsp-shrinkwrap,grunt-nsp-shrinkwrap,Grunt plugin for Node Security Project npm-shrinkwrap.json validation,grunt||| nsp,nsp||| grunt||| gruntplugin||| shrinkwrap||| npm-shrinkwrap.json||| security
https://libraries.io/npm/firebase-functions-helper,firebase-functions-helper,A helper NPM package for Firebase Cloud Functions,chai|||firebase-admin,firebase||| cloud||| functions||| helper||| firebase-functions||| firebase-helper||| firestore||| npm-package
https://libraries.io/npm/shrinkydink,shrinkydink,This is a simple utility to turn your npm-shrinkwrap.json from this.,minimist,shrinkydink
https://libraries.io/npm/insert,insert,DOM insertion library,to-array,insert
https://libraries.io/packagist/eloquent%2Fcomposer-npm-bridge,eloquent/composer-npm-bridge,NPM integration for Composer packages.,composer-plugin-api,package||| plugin||| composer||| Bridge||| npm||| integration||| composer-plugin
https://libraries.io/npm/sdp-simulcast,sdp-simulcast,A simple npm module that enables Chrome's native simulcast.,sdp-transform,sdp||| webrtc||| simulcast
https://libraries.io/npm/qemu,qemu,QEmu as a npm package for NodeOS,prebuild-install,emulator||| x86||| i386||| x86_64||| arm||| nodeos||| qemu
https://libraries.io/npm/grunt-project-update,grunt-project-update,"Grunt task to update bower, npm, and other arbitrary update tasks.",async|||grunt,grunt||| project||| update||| bower||| npm
https://libraries.io/npm/@unumux%2Feslint-config-unumux,unumux/eslint-config-unumux,This repo contains defaults for the Unum UX team's default eslint configuration.,babel-eslint ||| eslint |||  eslint-plugin-react,unumux/eslint-config-unumux
https://libraries.io/npm/hapi-stateless-notifications,hapi-stateless-notifications,"A simple, explicit-state plugin to pass notices between pages.",bluebird ||| debuglog ||| token-facilitator,hapi||| plugin||| notification||| redis||| REST||| stateless
https://libraries.io/npm/accordion-collapse-react-native,accordion-collapse-react-native,It is a react native javascript component that allow you to show an accordion or a collapse.,lodash.get,react||| react-native||| Accordion||| Collapse||| show||| hide||| click to show/hide||| android||| ios||| collapsable
https://libraries.io/npm/angular-file-uploader,angular-file-uploader,"Angular file uploader is an Angular 2/4/5/6 file uploader module with Real-Time Progress Bar, Angular Universal Compatibility and multiple themes which includes Drag and Drop and much more.",tslib,angular||| file upload||| drag and drop||| upload||| uploader||| ng||| angular 2||| angular 4||| angular 5||| angular 6||| universal||| img||| image upload||| formdata||| drag-and-drop||| file||| file-upload||| formdata-format||| image||| image-upload||| image-uploader||| module||| npm||| npm-package
https://libraries.io/npm/resolve-dependency,resolve-dependency,Find The File That Dependency Path Resolves To.,wrote/exists,resolve-dependency||| npm||| dependency||| path||| modules||| require||| resolve||| file
https://libraries.io/npm/normalize-registry-metadata,normalize-registry-metadata,Clean package metadata objects you get from registry changes feeds.,semver,npm||| package||| metadata||| change||| couch||| version||| semver
https://libraries.io/npm/barrelsby,barrelsby,Automatic TypeScript barrels for your entire code base.,types/yargs ||| yargs,TypeScript||| Barrel||| Module||| Barrelsby||| cli||| index||| node||| npm
https://libraries.io/npm/distify-cli,distify-cli,Create distribution files for npm packages.,distify-npm-package ||| parse-argv,distify-cli
https://libraries.io/npm/install-peers-cli,install-peers-cli,"CLI to install project's peerDependencies, without side effects.",commander||| executioner,peerdependencies||| peers||| peerdeps||| dev||| devdeps||| devdependencies||| install||| npm||| yarn||| local||| workspaces||| pure||| lock||| lockfile||| dependencies||| file||| peer
https://libraries.io/npm/reduce-blank,reduce-blank,A NPM command-line tool for reducing excessive blank characters in text files.,gitignore-parser,command-line||| trim||| clean-code
https://libraries.io/hex/husky,husky,"Git hooks made easy. Husky can prevent bad git commit, git push and more 🐶 ❤️ woof! - Elixir equivalent of the husky npm package",poison,husky
https://libraries.io/npm/audit-filter,audit-filter,Filters npm audit output for use in CI,docopt,audit||| npm||| security
https://libraries.io/npm/@npmcorp%2Fpui-css-media,npmcorp/pui-css-media,"Media css component for the npm fork of Pivotal UI, based on Bootstrap.",npmcorp/pui-css-bootstrap,bootstrap||| pivotal ui||| pivotal ui modularized||| css
https://libraries.io/npm/vue-faq-accordion,vue-faq-accordion, Simple and smooth vue accordion. ,vue2-transitions,vue||| vuejs||| accordion||| faq||| faq-accordion||| vue-component
https://libraries.io/npm/uptick-demo-site,uptick-demo-site,Content for creating Uptick-branded demo sites.,jquery,uptick||| demo||| demonstration||| npm||| package||| example
https://libraries.io/npm/@npmcorp%2Fpui-css-panes,npmcorp/pui-css-panes,"Panes css component for the npm fork of Pivotal UI, based on Bootstrap.",npmcorp/pui-css-bootstrap,bootstrap||| pivotal ui||| pivotal ui modularized||| css
https://libraries.io/npm/source-deps,source-deps,A gulp plugin for automatically discovering and src'ing dependencies from Bower and NPM.,colors |||  wrench,source||| dependencies||| npm||| bower||| auto discover
https://libraries.io/npm/pbf2json,pbf2json,Golang osm pbf parser with npm wrapper,split|||through2,pelias||| openstreetmap||| pbf||| parser
https://libraries.io/npm/module-to-cdn,module-to-cdn,Get cdn config from npm module name.,semver,module-to-cdn
https://libraries.io/npm/@npmcorp%2Fpui-css-grids,npmcorp/pui-css-grids,"Grids css component for the npm fork of Pivotal UI, based on Bootstrap.",npmcorp/pui-css-bootstrap,bootstrap||| pivotal ui||| pivotal ui modularized||| css
https://libraries.io/npm/jasmine-xml-reporter,jasmine-xml-reporter,command-line params to Jasmine 2 npm module,,jasmine-xml-reporter
https://libraries.io/npm/@avalanche%2Fstylelint-config,avalanche/stylelint-config,Avalanche stylelint config.,stylelint-order,stylelint||| stylelint-config||| avalanche||| css||| css-framework||| npm||| package-based||| sass||| sass-framework||| scss
https://libraries.io/npm/install-deps-postmerge,install-deps-postmerge,Install package.json dependencies using npm or yarn as git post merge hook.,execa |||  yarn-or-npm,git||| hook||| post||| merge||| install||| dependences||| deps||| pull
https://libraries.io/npm/drag-event-service,drag-event-service,Register both mouse and touch event.,babel/runtime ||| helper-js,drag-event-service
https://libraries.io/npm/class-expression,class-expression,A handling library for OWL-style class expressions in JavaScript.,bbop-core ||| underscore,node||| npm||| client||| server||| Gene Ontology||| GO||| OWL||| class||| expression||| bbop||| Berkeley BOP||| math||| mathematics||| graph
https://libraries.io/npm/bbop-graph,bbop-graph,General purpose  graph library in JavaScript.,bbop-core ||| underscore,node||| npm||| client||| server||| Gene Ontology||| GO||| bbop||| Berkeley BOP||| math||| mathematics||| graph
https://libraries.io/npm/@gnosis.pm%2Fdx-contracts,gnosis.pm/dx-contracts,DutchX - Gnosis Dutch Auction Trading Platform. This npm package provides all smartcontracts used in the project.,gnosis.pm/gno-token ||| gnosis.pm/owl-token ||| gnosis.pm/util-contracts,gnosis.pm/dx-contracts
https://libraries.io/npm/phantom-pool,phantom-pool,Resource pool for Node.js PhantomJS,debug |||  generic-pool |||phantom,phantom||| phantomjs||| generic-pool||| pool||| pooling||| nodejs||| npm||| resource-pool
https://libraries.io/npm/mogoose,mogoose,security holding package,mysql,nodejs||| mysql||| textfiles||| import||| sql
https://libraries.io/npm/faqtor-of-publish,faqtor-of-publish,NPM publishing plugin for Faqtor build system.,types/node,build||| make||| task||| build automation
https://libraries.io/npm/all-module-paths,all-module-paths,"Get all possible javascript global or local, binaries or packages paths. Also works for those using NVM .",esm ||| global-dirs,bin||| bin-paths||| binaries||| developer-experience||| development||| dx||| global||| global-modules||| hela||| javascript||| local||| local-modules||| module||| module-paths||| npm||| package-paths||| packages||| paths||| pnpm||| tunnckocore-oss||| tunnckocorehq||| utils||| yarn||| automation||| babel||| babel-preset||| conventional-commits||| eslint||| eslint-config||| freesoftware||| git||| jest||| libraries||| modern||| monorepo||| opensource||| parse-commit-message||| parsing||| quality||| testing||| typescript||| utilities
https://libraries.io/rubygems/npm-pipeline-rails,npm-pipeline-rails,"Use any toolchain to bulid your asset files in Rails 4.2. Integrate Brunch, Gulp, Grunt, Webpack, Browserify and others seamlessly into Rails apps.",railties ||| sprockets,browserify||| brunch||| gulp||| npm||| rails||| webpack
https://libraries.io/npm/facetjs-druid-requester,facetjs-druid-requester,"This package name is not currently in use, but was formerly occupied by another package. To avoid malicious use, npm is hanging on to the package name, but loosely, and we'll probably give it to you if you want it.",q ||| request,split||| apply||| combine||| visualization||| facet||| facetjs||| requester||| druid
https://libraries.io/npm/@bigmogician%2Fpublisher,bigmogician/publisher,bigmogician/publisher,chalk||| commander,bigmogician/publisher
https://libraries.io/npm/karma-steal-npm,karma-steal-npm,karma plugin for stealjs and npm,fs-extra||| glob,karma-plugin||| karma-adapter||| stealjs
https://libraries.io/npm/spdx-licenses,spdx-licenses,"Has a list of all the valid SPDX licenses, and for a given id, will return the full name and if OSI approved.",debug ||| is2,SPDX||| license||| OSI||| npm
https://libraries.io/npm/json-stdio,json-stdio,"Write JSON to stdout, encoded for parsing by other processes.",oresoftware/json-stream-parser ||| oresoftware/safe-stringify,json||| stdout||| unix||| text||| nodejs||| npm||| inter-process-communication||| ipc||| stderr||| text-streams||| unix-philosophy
https://libraries.io/npm/promises-all,promises-all,"Track down promise states of all promise functions executing in parallel. Similar to promise.all function, but it rejects the complete promise.all() even if any one of the promise fails, where as promises-all npm will indiviudally return you the states.",bluebird,promise||| promises||| promise.all||| parallel||| asynchronous
https://libraries.io/npm/npm-gui,npm-gui,Graphical tool for managing javascript project dependencies - in a friendly way.,depcheck,gui||| npm||| yarn||| bower||| view||| client||| dependencies||| packages||| installer||| console||| dependencies-manager||| javascript||| nodejs||| webdev
https://libraries.io/npm/@w11k%2Fngx-componentdestroyed,w11k/ngx-componentdestroyed,This library provides utility methods which help to unsubscribe from ReactiveX's Observables in Angular applications.,rxjs,angular||| rxjs
https://libraries.io/npm/@ff0000-ad-tech%2Fad-geom,ff0000-ad-tech/ad-geom,A package of utilities for point transformation and manipulation; handling the leg work of matrix and vector maths.,ff0000-ad-tech/ad-utils,ff0000-ad-tech/ad-geom
https://libraries.io/npm/@types%2Fgapi.client.deploymentmanager,types/gapi.client.deploymentmanager,TypeScript definitions for non-npm package Google Google Cloud Deployment Manager API v2,types/gapi.client,definition||| dts||| types||| typescript||| typescript-definitions||| typings
https://libraries.io/npm/bbop-registry,bbop-registry,Generic lightweight listener/callback registry system.,bbop-core  ||| underscore,node||| npm||| client||| server||| Gene Ontology||| GO||| bbop||| Berkeley BOP||| AmiGO||| Minerva||| Noctua
https://libraries.io/npm/npm-script-help,npm-script-help,Utility to document npm scripts,chalk ||| cliui,npm-script-help
https://libraries.io/npm/gulp-checkstyle-jenkins-reporter,gulp-checkstyle-jenkins-reporter,Advanced reporter for gulp-jshint and gulp-jscs to be used by Jenkins . Writes output to an xml file.,mkdirp ||| replace,npm||| gulp||| jshint||| jscs||| jenkins||| reporter||| checkstyle
https://libraries.io/npm/net-keepalive,net-keepalive,"Provides high-level access to socket options like TCP_KEEPIDLE, TCP_KEEPINTVL, TCP_KEEPCNT",ffi-napi ||| ref-napi,ffi||| setsockopt||| getsockopt||| ref||| net||| keep-alive||| keepalive||| keep alive||| keep||| alive||| tcp||| ffi-bindings||| network||| nodejs||| npm||| npm-package||| socket||| tcp-socket
https://libraries.io/npm/mtr-match,mtr-match,Match is a lightweight library for checking that arguments and other values are of the expected type.,meteor-ejson ||| underscore,mtr-match
https://libraries.io/npm/srun,srun,"Define atomic steps, then build scripts with them. a global context object between steps is included for you.",yargs,npm||| postpublish||| publish||| step||| scripts||| task||| runner||| module||| development
https://libraries.io/npm/prismjs-package,prismjs-package,Prismjs syntax highlighter compiled as npm package.,lodash,prismjs
https://libraries.io/npm/get-repository-url,get-repository-url,Get the GitHub repository URL from a NPM package name.,get-pkg,get||| json||| module||| npm||| object||| package||| package.json||| pkg||| pkgs||| repository||| url||| github||| project||| repo
https://libraries.io/npm/npm-maintainers-au,npm-maintainers-au,A utility to fetch and collate a list of Australian npm package maintainers.,npm-maintainers,npm-maintainers-au
https://libraries.io/npm/npm-module-search,npm-module-search,A module to search for npm modules.,request,npm-module-search
https://libraries.io/npm/expess,expess,Security holding package.,express,expess
https://libraries.io/npm/npm-dts-webpack-plugin,npm-dts-webpack-plugin,Webpack plugin generating single dts file for bundling TypeScript NPM packages.,npm-dts,webpack||| dts||| npm||| package||| ts||| TypeScript||| tsc||| index.d.ts||| single||| file||| bundle||| concatenate||| simple||| auto||| generator||| vytenis||| urbonavicius||| vytenisu||| WhiteTurbine||| Whitend
https://libraries.io/npm/angular-mgl-timeline,angular-mgl-timeline,This is a animated vertical timeline component for Angular 2+. Angular Material is supported but not mandatory.,tslib,angular||| javascript||| material||| timeline||| typescript
https://libraries.io/npm/@types%2Fqlik-visualizationextensions,types/qlik-visualizationextensions,TypeScript definitions for non-npm package qlik-visualizationextensions.,types/angular,definition||| dts||| types||| typescript||| typescript-definitions||| typings
https://libraries.io/npm/vue-functions,vue-functions,npm install vue-functions,babel/runtime ||| helper-js,vue-functions
https://libraries.io/npm/check-update-github,check-update-github,Check if there are a update.,colors ||| got,check||| update||| cli||| npm||| updater||| checker||| version||| beta||| alpha||| omega||| patch||| fx||| zero||| final||| release
https://libraries.io/npm/bugfixes,bugfixes,NPM for BugFixes so that its easy to integrate into Node projects.,jsonwebtoken ||| uuid,bugfixes
